users_id,date,cds,amt
11044,1998-01-14,1,35.49
11045,1997-02-09,1,83.77
11045,1997-04-08,1,83.77
11045,1997-10-27,1,12.99
11045,1997-11-19,4,55.46
11046,1997-02-09,7,136.69
11046,1997-02-09,1,13.97
11046,1997-02-10,1,11.99
11047,1997-02-09,1,104.77
11047,1997-02-15,1,17.3
11048,1997-02-09,2,30.35
11049,1997-02-09,4,57.59
11050,1997-02-09,1,14.99
11050,1997-04-09,1,27.97
11050,1997-05-17,1,7.78
11051,1997-02-09,1,24.99
11052,1997-02-24,6,78.41
11053,1997-02-09,4,164.38
11054,1997-02-09,1,13.97
11055,1997-02-09,4,58.91
11055,1997-04-01,3,45.28
11055,1997-07-03,2,30.32
11055,1998-03-22,4,50.13
11055,1998-04-30,6,80.81
11055,1998-05-04,6,67.83
11055,1998-06-05,7,91.21
11056,1997-02-09,2,25.74
11057,1997-02-09,6,120.94
11058,1997-02-09,1,38.99
11059,1997-02-09,1,14.37
11059,1997-06-08,1,14.37
11060,1997-02-09,2,30.72
11061,1997-02-09,4,47.73
11062,1997-02-09,1,11.77
11063,1997-02-09,2,25.75
11063,1997-02-11,6,58.03
11063,1997-02-13,2,30.76
11063,1997-02-17,2,25.74
11063,1997-02-19,1,11.77
11063,1997-02-23,1,49.99
11063,1997-02-27,2,25.74
11063,1997-03-03,1,9.78
11063,1997-03-08,2,19.75
11063,1997-03-16,2,16.76
11063,1997-03-19,3,28.14
11063,1997-04-02,6,59.48
11063,1997-04-07,1,9.98
11063,1997-05-16,2,19.96
11063,1997-05-30,2,18.55
11063,1997-06-01,2,18.54
11063,1997-06-18,2,26.55
11063,1997-06-24,1,12.78
11063,1997-07-27,3,38.5
11063,1997-08-06,3,33.51
11063,1997-08-07,1,9.79
11063,1997-11-30,2,22.98
11063,1997-12-10,2,27.98
11063,1998-01-29,3,39.97
11063,1998-02-06,2,17.18
11064,1997-02-09,1,9.77
11065,1997-02-09,2,18.76
11066,1997-02-17,3,44.88
11066,1997-03-07,2,28.93
11066,1997-03-07,1,15.36
11066,1997-05-02,1,14.96
11066,1997-05-24,1,10.77
11066,1997-05-27,2,29.92
11066,1997-06-09,2,28.93
11066,1997-06-24,1,13.97
11066,1997-07-06,2,29.92
11066,1997-07-28,1,14.96
11066,1997-10-03,4,44.96
11066,1997-11-02,1,12.99
11066,1997-11-08,1,12.99
11066,1998-01-01,6,77.94
11066,1998-05-17,2,23.48
11067,1997-02-09,1,14.77
11067,1997-02-24,3,41.92
11067,1997-05-02,2,25.74
11067,1997-05-12,1,14.96
11068,1997-02-09,1,16.7
11069,1997-02-09,1,12.49
11069,1997-02-18,1,8.97
11069,1997-02-19,1,14.37
11069,1997-02-19,1,12.79
11069,1997-02-26,1,17.3
11069,1997-03-06,1,14.96
11069,1997-03-08,1,14.37
11069,1997-03-08,1,11.77
11069,1997-03-21,1,15.36
11069,1997-03-21,1,15.36
11069,1997-03-21,1,12.49
11069,1997-04-03,1,15.96
11069,1997-05-30,1,15.96
11069,1997-05-30,2,29.33
11069,1997-06-24,1,14.96
11069,1997-07-12,1,22.3
11069,1997-07-12,1,15.96
11069,1997-09-09,1,12.49
11069,1997-11-23,2,29.98
11069,1998-04-04,1,13.99
11069,1998-05-01,3,41.97
11069,1998-05-18,1,14.99
11069,1998-05-29,2,26.98
11069,1998-06-07,1,12.58
11070,1997-02-09,2,28.33
11070,1997-07-30,5,74.63
11070,1998-06-11,3,39.25
11071,1997-02-09,1,12.98
11072,1997-02-09,1,13.97
11073,1997-02-09,1,17.96
11074,1997-02-24,1,14.96
11074,1997-02-24,1,13.97
11074,1997-03-05,1,12.77
11074,1997-05-20,1,15.96
11075,1997-02-09,1,14.98
11076,1997-02-09,2,24.74
11076,1997-07-13,1,14.96
11076,1997-08-04,3,34.71
11076,1998-02-22,1,14.42
11076,1998-05-29,1,14.49
11077,1997-02-23,1,16.7
11077,1998-04-25,1,11.49
11078,1997-02-10,1,13.97
11079,1997-02-09,2,25.74
11080,1997-02-09,2,32.12
11080,1997-02-18,1,16.36
11081,1997-02-09,2,30.72
11081,1997-02-26,3,30.53
11082,1997-02-09,1,35.77
11083,1997-02-09,1,16.76
11083,1997-08-03,4,68.61
11084,1997-02-09,1,13.97
11085,1997-02-09,1,14.37
11086,1997-02-09,1,15.36
11086,1997-05-11,2,17.96
11086,1997-11-30,1,12.49
11086,1998-03-19,2,22.48
11087,1997-02-09,2,15.56
11088,1997-02-09,1,15.36
11088,1997-04-30,1,14.96
11088,1997-05-18,1,13.97
11088,1998-03-25,3,42.97
11089,1997-02-09,7,112.17
11090,1997-02-09,5,68.64
11090,1997-10-22,1,15.49
11091,1997-02-09,1,14.37
11092,1997-02-09,1,14.37
11093,1997-02-09,2,49.98
11093,1997-02-18,3,69.97
11093,1997-02-21,1,29.99
11093,1997-02-26,7,161.93
11093,1997-03-03,1,14.99
11093,1997-03-16,1,23.99
11093,1997-06-11,4,49.54
11093,1997-12-06,1,9.49
11094,1997-02-10,3,69.47
11095,1997-02-09,1,12
11096,1997-02-09,4,53.47
11096,1997-02-12,1,14.99
11096,1997-02-24,2,51.98
11096,1997-06-28,4,54.96
11096,1997-10-17,2,29.98
11097,1997-02-09,2,53.54
11097,1997-07-16,4,60.65
11097,1998-03-01,2,24.46
11097,1998-05-02,3,46.14
11098,1997-02-09,3,40.9
11098,1997-02-15,1,13.97
11098,1997-02-17,1,12.97
11098,1998-01-19,1,14.99
11098,1998-01-20,1,11.88
11099,1997-02-10,1,16.7
11100,1997-02-09,4,86.6
11101,1997-02-09,7,110.76
11101,1997-08-28,2,26.14
11102,1997-02-09,2,29.98
11103,1997-02-09,1,15.7
11104,1997-02-09,1,15.36
11104,1997-10-09,1,20.99
11104,1997-10-09,1,9.49
11104,1998-03-14,4,36.96
11105,1997-02-09,3,20.31
11106,1997-02-09,2,24.67
11106,1997-02-10,2,26.34
11106,1997-02-17,2,40.98
11106,1997-03-06,1,17.9
11106,1997-07-28,2,43.43
11106,1997-10-26,3,38.97
11106,1997-10-27,1,12.99
11106,1997-10-27,1,26.99
11106,1997-10-27,1,20.99
11106,1997-10-27,1,19.99
11106,1997-10-30,1,65.99
11107,1997-02-09,2,35.2
11107,1997-03-02,2,49.98
11107,1997-03-22,1,24.99
11107,1997-05-28,2,29.98
11107,1998-01-05,7,109.43
11108,1997-02-09,1,15.36
11109,1997-02-09,2,30.72
11109,1997-02-17,9,144.1
11109,1997-02-18,4,65.28
11109,1997-02-22,4,67.48
11109,1997-04-11,3,43.69
11109,1997-04-25,2,69.54
11109,1997-04-26,4,52.87
11109,1997-07-06,1,13.97
11109,1998-03-14,5,82.95
11109,1998-04-19,2,38.48
11109,1998-04-29,4,47.46
11110,1997-02-09,3,20.37
11111,1997-02-09,2,13.76
11112,1997-02-09,1,11.77
11112,1997-04-14,1,22.77
11113,1997-02-09,2,18.76
11113,1997-02-12,1,12.77
11113,1997-03-05,1,12.79
11113,1997-04-14,1,14.96
11113,1997-11-05,1,12.49
11114,1997-02-25,1,14.37
11115,1997-02-09,1,15.36
11116,1997-02-09,5,59.45
11117,1997-02-24,1,15.36
11118,1997-02-09,2,21.54
11118,1997-02-22,2,28.14
11118,1997-12-14,2,30.98
11119,1997-02-09,2,32.76
11119,1997-03-17,1,11.77
11119,1998-03-08,1,12.58
11120,1997-02-09,2,31.95
11120,1997-05-03,2,30.32
11120,1997-05-04,1,27
11120,1997-05-04,1,11.77
11120,1997-05-04,1,75
11120,1997-05-10,1,14.96
11121,1997-02-09,2,26.74
11121,1997-02-24,1,20.99
11121,1997-03-08,2,28.74
11121,1997-03-27,1,11.77
11121,1997-04-05,1,12.77
11121,1997-04-06,2,24.34
11121,1997-05-23,3,38.7
11121,1997-12-20,2,63.48
11121,1998-05-01,2,27.48
11122,1997-02-09,2,27.94
11123,1997-03-12,1,14.37
11124,1997-02-09,2,28.13
11125,1997-02-09,1,12.49
11126,1997-02-09,2,31.54
11127,1997-02-09,2,45.96
11127,1997-08-30,1,13.97
11127,1998-06-03,2,35.48
11128,1997-02-09,1,13.99
11129,1997-02-09,2,20.54
11129,1997-02-11,2,28.34
11129,1997-02-23,3,38.11
11129,1998-03-04,1,14.42
11129,1998-03-25,1,11.99
11130,1997-02-09,1,15.36
11130,1998-01-19,4,44.96
11131,1997-02-12,5,60.09
11131,1997-02-27,4,26.15
11131,1997-03-14,3,58.57
11131,1997-03-17,1,14.37
11131,1997-04-15,1,12.49
11131,1997-05-02,1,6.79
11131,1997-05-17,1,11.78
11132,1997-02-13,1,14.96
11133,1997-02-09,1,9.98
11134,1997-03-23,3,46.71
11134,1997-07-20,4,64.87
11134,1998-05-31,3,37.47
11135,1997-02-09,1,14.99
11136,1997-02-09,2,31.76
11136,1997-05-29,3,64.31
11136,1997-08-22,2,28.76
11137,1997-02-09,1,14.79
11138,1997-02-09,2,26.94
11138,1997-03-17,2,25.74
11139,1997-03-18,1,13.97
11139,1998-03-21,1,13.99
11139,1998-05-15,1,14.99
11140,1997-02-09,1,9.99
11140,1997-02-15,3,43.13
11140,1998-01-14,2,18.48
11141,1997-02-09,1,5.78
11141,1997-06-22,1,14.96
11142,1997-02-09,3,41.9
11142,1997-06-22,2,21.8
11143,1997-02-09,3,32.31
11143,1997-05-19,3,46.08
11143,1998-02-22,6,87.94
11144,1997-02-09,1,4.79
11144,1997-06-08,1,8.77
11145,1997-02-10,1,21.37
11146,1997-02-09,2,33.72
11146,1997-03-22,2,28.93
11146,1997-05-29,1,14.96
11146,1997-10-29,3,47.97
11146,1998-01-19,1,13.49
11147,1997-02-09,1,20.99
11148,1997-02-09,2,22.96
11149,1997-02-09,1,11.77
11149,1997-02-12,1,14.37
11149,1997-04-19,2,29.47
11149,1997-07-20,1,9.99
11149,1997-10-20,1,13.99
11150,1997-02-09,1,12.77
11151,1997-02-09,3,39.11
11152,1997-02-09,4,81.11
11152,1997-02-15,2,51.67
11152,1997-04-14,1,14.99
11152,1997-04-19,1,9.99
11152,1997-05-17,5,67.57
11152,1997-06-28,1,13.97
11152,1997-07-04,3,38.31
11152,1997-08-03,2,32.26
11153,1997-02-09,1,19.99
11154,1997-02-09,3,42.31
11154,1997-11-02,6,73.44
11154,1997-12-14,4,48.46
11154,1997-12-18,5,74.45
11155,1997-02-09,3,50.97
11155,1997-02-09,1,23.99
11155,1997-03-02,1,39.7
11155,1997-04-09,1,25.99
11155,1997-05-25,1,4.79
11155,1998-03-06,2,46.98
11155,1998-04-18,1,5.49
11155,1998-05-24,2,28.48
11156,1997-02-09,1,12.77
11157,1997-02-09,4,50.08
11158,1997-02-09,1,14.79
11159,1997-02-09,1,27.97
11159,1997-02-24,1,20.99
11159,1997-05-27,1,11.77
11159,1997-05-31,3,51.34
11159,1997-12-16,1,14.49
11159,1998-02-25,3,40.97
11159,1998-04-16,1,14.99
11159,1998-05-03,1,12.58
11159,1998-05-11,4,45.83
11159,1998-05-28,1,11.88
11160,1997-02-09,1,13.97
11160,1997-06-04,1,15.36
11160,1998-03-25,1,10.49
11161,1997-02-09,1,11.77
11161,1997-08-02,1,14.37
11162,1997-02-09,4,43.68
11163,1997-02-09,1,6.79
11163,1997-02-11,2,18.56
11163,1997-02-16,7,85.95
11163,1997-03-04,1,6.79
11164,1997-02-09,1,17.3
11164,1997-02-11,1,13.97
11164,1997-02-15,2,25.74
11164,1997-03-09,1,14.37
11164,1997-09-07,1,15.36
11165,1997-02-10,2,21.76
11166,1997-02-09,1,13.97
11166,1997-04-23,1,13.97
11166,1997-04-24,3,41.91
11166,1997-05-13,1,13.97
11166,1997-05-16,3,41.91
11166,1997-05-22,3,41.91
11167,1997-02-10,1,38.77
11168,1997-02-09,2,26.74
11169,1997-02-09,1,19.99
11169,1997-02-20,1,11.77
11170,1997-02-09,1,22.97
11170,1997-02-25,1,11.77
11171,1997-02-11,1,14.37
11171,1997-03-11,1,10.77
11171,1997-06-30,2,29.92
11171,1997-10-06,2,24.48
11171,1998-01-23,2,22.98
11171,1998-04-26,2,28.41
11172,1997-02-10,1,15.96
11172,1997-03-18,1,13.97
11172,1997-03-19,1,12.77
11172,1997-03-24,1,14.99
11172,1997-06-18,2,19.78
11172,1997-09-12,1,9.99
11172,1997-09-13,1,13.99
11173,1997-02-09,1,13.97
11174,1997-02-09,1,18.36
11174,1998-01-18,1,12.58
11174,1998-06-17,1,17.99
11174,1998-06-19,1,11.49
11174,1998-06-25,1,14.49
11175,1997-02-09,1,6.78
11175,1997-02-14,1,13.97
11175,1998-01-18,3,30.97
11175,1998-04-14,2,20.98
11176,1997-02-09,2,28.76
11177,1997-02-09,1,12.49
11177,1997-09-25,1,10.99
11177,1997-10-18,1,20.99
11178,1997-02-09,1,11.77
11179,1997-03-08,1,12.49
11179,1997-09-08,1,12.25
11179,1997-12-13,1,12.49
11180,1997-02-10,3,44.69
11180,1997-07-11,2,29.92
11180,1997-10-21,4,48.96
11181,1997-02-10,2,30.32
11182,1997-02-10,5,41.9
11183,1997-02-10,4,48.28
11183,1997-07-31,5,67.63
11183,1997-09-18,3,36.47
11183,1997-12-16,4,50.46
11184,1997-02-10,1,12.97
11185,1997-02-10,2,27.73
11186,1997-02-10,1,6.79
11187,1997-02-10,17,226.95
11187,1997-03-05,1,7.78
11188,1997-02-10,2,39.94
11189,1997-02-10,1,13.97
11190,1997-02-10,5,66.51
11190,1997-10-11,5,102.95
11190,1998-05-02,3,41.97
11191,1997-02-10,2,19.56
11191,1997-02-27,2,17.55
11191,1997-03-21,1,18.76
11191,1997-05-16,3,38.9
11191,1997-07-20,1,13.97
11191,1997-07-20,1,6.79
11191,1997-10-18,1,12.49
11191,1998-01-11,1,14.99
11192,1997-02-10,1,23.99
11193,1997-02-10,1,14.96
11194,1997-02-10,1,69.99
11195,1997-02-10,2,29.33
11196,1997-02-10,1,6.79
11197,1997-02-10,3,35.31
11197,1997-02-15,4,39.1
11198,1997-02-10,1,15.36
11199,1997-02-10,1,16.36
11199,1997-09-25,5,70.95
11199,1998-06-23,2,29.48
11200,1997-02-10,1,13.99
11201,1997-02-10,1,16.99
11201,1997-02-10,2,29.33
11202,1997-02-10,1,15.76
11202,1997-02-18,1,11.77
11203,1997-02-10,1,15.99
11203,1997-03-05,1,19.99
11203,1997-03-16,1,12.49
11203,1998-04-03,1,12.49
11204,1997-02-10,1,11.77
11205,1997-02-10,1,14.37
11206,1997-02-10,1,13.37
11206,1997-03-04,1,18.36
11207,1997-02-10,1,13.97
11207,1997-05-06,3,37.71
11207,1997-05-16,1,11.77
11207,1997-06-25,1,11.77
11208,1997-02-10,2,22.96
11209,1997-02-25,5,68.83
11209,1997-04-03,6,87.61
11209,1997-06-05,6,85.39
11209,1997-09-29,7,100.43
11210,1997-02-10,2,21.98
11211,1997-02-10,2,33.78
11211,1997-09-05,1,38.1
11211,1997-10-26,1,12.49
11212,1997-02-10,3,37.1
11212,1997-02-18,6,80.42
11212,1997-07-12,3,35.51
11212,1997-12-12,2,32.98
11213,1997-02-13,5,79.63
11213,1997-07-12,8,140.2
11213,1997-08-27,4,97.08
11213,1997-08-29,1,22.77
11213,1997-09-04,2,43.8
11213,1997-12-18,2,43.8
11213,1998-01-29,6,83.03
11214,1997-02-10,11,175.65
11214,1997-03-02,12,142.84
11214,1997-12-15,3,36.47
11215,1997-02-10,4,59.65
11215,1997-02-11,2,31.32
11215,1998-01-20,1,12.58
11216,1997-02-10,2,42.73
11217,1997-02-14,9,135.6
11218,1997-02-10,3,40.7
11219,1997-02-10,6,74.02
11220,1997-02-13,2,50.76
11221,1997-02-10,1,15.36
11222,1997-02-10,1,9.97
11222,1997-03-16,1,9.99
11222,1997-11-12,3,30.97
11222,1997-12-05,4,58.46
11222,1997-12-17,5,56.95
11222,1997-12-20,1,19.99
11222,1998-02-25,1,21.49
11223,1997-02-10,1,36.99
11224,1997-02-10,2,39.98
11225,1997-02-10,1,15.96
11225,1997-07-17,2,28.74
11225,1997-07-28,2,28.34
11225,1997-09-18,3,40.97
11225,1997-10-22,3,37.97
11225,1997-11-05,4,89.96
11225,1998-03-23,2,28.07
11225,1998-04-16,1,24.49
11225,1998-05-21,3,46.75
11225,1998-06-09,1,24.49
11226,1997-02-10,2,40.14
11226,1997-03-22,6,73.81
11226,1997-07-27,4,50.27
11227,1997-03-06,8,100.94
11227,1997-04-05,14,184.57
11227,1997-07-07,8,98.95
11227,1998-03-27,2,26.98
11228,1997-02-10,2,26.73
11229,1997-02-18,2,29.33
11229,1997-08-14,1,14.37
11230,1997-02-10,1,11.77
11231,1997-02-10,1,12.49
11231,1997-10-30,3,37.47
11232,1997-02-10,2,30.92
11233,1997-02-10,2,28.74
11233,1997-04-15,2,18.56
11234,1997-02-10,2,26.14
11235,1997-02-10,4,55.47
11235,1997-04-28,4,52.88
11235,1998-02-10,3,41.47
11235,1998-03-10,4,52.46
11235,1998-04-29,3,39.97
11235,1998-05-11,3,37.47
11236,1997-02-10,4,35.04
11236,1997-03-07,3,43.7
11236,1997-04-14,5,69.85
11237,1997-02-10,1,14.99
11238,1997-02-10,1,14.77
11239,1997-02-10,2,22.74
11240,1997-02-10,3,44.29
11241,1997-02-10,2,27.74
11241,1997-02-24,3,44.1
11241,1997-03-03,1,13.97
11241,1997-03-26,2,25.74
11241,1997-05-09,1,11.77
11241,1997-06-23,1,15.36
11241,1997-07-25,2,23.94
11241,1997-11-21,1,9.49
11242,1997-02-10,5,88.64
11242,1997-04-02,5,63.05
11242,1997-04-20,7,91.37
11242,1997-12-16,7,91.43
11243,1997-02-10,1,16.96
11244,1997-02-10,2,29.33
11245,1997-03-09,3,161.5
11245,1997-04-08,1,81.37
11245,1997-06-03,1,219.77
11245,1997-06-19,3,171.51
11245,1997-07-31,1,219.37
11246,1997-02-10,1,26.99
11246,1998-03-25,1,29.49
11247,1997-02-10,2,28.76
11247,1997-02-15,3,44.94
11247,1997-02-26,4,54.08
11247,1997-03-03,5,66.64
11247,1997-10-01,1,13.99
11247,1997-12-09,7,103.43
11248,1997-02-10,1,6.78
11248,1997-08-16,1,21.3
11249,1997-02-10,3,44.12
11249,1997-07-29,18,301.45
11249,1997-11-12,6,78.94
11249,1998-03-05,5,54.54
11249,1998-03-31,10,125.58
11250,1997-02-10,1,27.99
11251,1997-02-10,2,27.94
11251,1997-06-24,3,40.71
11251,1997-08-26,4,46.68
11251,1997-09-11,5,64.95
11251,1997-10-13,4,56.46
11251,1998-01-07,3,39.47
11251,1998-04-07,3,34.47
11252,1997-02-21,4,43.28
11253,1997-02-10,3,30.53
11254,1997-02-10,2,39.48
11255,1997-02-10,1,15.96
11256,1997-02-10,1,14.99
11257,1997-02-10,2,60.74
11257,1997-03-31,2,23.54
11257,1997-04-15,3,38.32
11258,1997-02-10,3,40.7
11259,1997-02-10,4,57.87
11260,1997-02-10,1,12.49
11261,1997-02-10,2,31.72
11262,1997-02-10,2,33.72
11262,1997-04-11,2,27.36
11262,1998-02-05,1,9.49
11262,1998-05-15,1,17.99
11262,1998-05-31,1,11.49
11263,1997-02-10,3,38.71
11264,1997-02-10,3,32.31
11265,1997-02-10,1,11.77
11266,1997-02-10,21,345.33
11267,1997-02-10,1,13.97
11268,1997-02-10,1,12.97
11268,1997-04-03,1,10.77
11269,1997-02-10,2,26.14
11269,1997-12-07,3,42.97
11269,1998-03-03,2,31.98
11270,1997-02-10,1,0
11271,1997-02-10,1,11.99
11272,1997-02-10,2,28.74
11272,1997-07-18,1,13.97
11272,1997-11-27,1,5.99
11272,1998-02-12,1,16.99
11272,1998-02-23,1,11.88
11272,1998-03-16,1,14.49
11272,1998-03-22,2,24.46
11272,1998-06-13,1,14.99
11273,1997-02-10,1,15.96
11274,1997-02-10,1,17.99
11275,1997-02-10,2,25.54
11275,1997-04-24,1,15.36
11275,1997-07-28,2,29.33
11275,1998-05-14,2,26.57
11276,1997-02-10,1,13.97
11277,1997-02-10,3,37.47
11277,1997-03-13,2,26.73
11277,1997-04-01,2,39.35
11277,1997-04-12,1,14.96
11277,1997-05-08,1,4.75
11278,1997-02-10,2,29.73
11279,1997-02-28,5,101.16
11279,1997-03-02,2,58.86
11279,1997-03-14,3,41.1
11279,1997-06-05,2,26.73
11279,1997-06-25,3,68.24
11279,1997-07-17,3,104.66
11279,1997-09-15,5,69.45
11279,1998-02-08,4,36.46
11279,1998-02-08,7,93.77
11279,1998-03-05,1,11.88
11279,1998-03-23,4,52.35
11279,1998-04-14,2,24.46
11279,1998-06-23,2,27.37
11280,1997-02-10,3,41.57
11281,1997-02-10,1,14.96
11282,1997-02-10,3,56.53
11282,1997-04-20,5,60.05
11282,1997-05-10,5,72.23
11283,1997-03-04,7,55.73
11283,1997-03-12,1,15.99
11283,1997-04-11,1,14.96
11283,1997-11-08,2,33.98
11284,1997-02-10,2,13.54
11285,1997-02-10,1,14.37
11285,1997-05-27,1,15.36
11285,1997-07-12,1,11.77
11285,1997-08-17,1,11.77
11285,1997-10-25,1,15.49
11285,1998-04-11,1,21.49
11285,1998-05-19,3,31.47
11286,1997-02-10,2,17.76
11286,1997-02-14,1,14.37
11287,1997-02-26,2,29.33
11288,1997-02-10,5,60.64
11288,1997-02-13,7,98.5
11288,1997-02-22,7,105.76
11288,1997-02-25,7,98.16
11288,1997-03-09,6,85.21
11288,1997-03-26,8,112.51
11288,1997-04-07,9,119.71
11288,1997-05-16,7,96.95
11288,1997-06-02,7,110.18
11288,1997-07-28,10,128.69
11288,1997-07-30,5,80.04
11288,1997-07-30,1,16.7
11288,1997-09-22,9,119.41
11288,1997-10-29,9,116.91
11288,1997-12-16,9,118.91
11288,1998-02-11,7,72.82
11288,1998-05-17,6,83.94
11289,1997-02-10,2,28.34
11289,1997-06-28,1,11.97
11289,1997-12-10,3,49.97
11290,1997-02-10,1,16.76
11291,1997-02-10,1,13.97
11292,1997-02-10,2,29.92
11292,1997-02-18,8,120.33
11292,1997-05-05,1,15.99
11292,1997-05-06,5,66.82
11292,1997-06-24,5,76.01
11292,1997-07-30,11,171.04
11292,1997-11-12,4,67.96
11292,1998-01-20,6,84.95
11292,1998-05-15,6,122.44
11293,1997-02-10,2,27.45
11294,1997-02-10,1,14.96
11295,1997-02-10,1,24.99
11296,1997-02-10,1,13.97
11296,1997-07-21,3,29.32
11296,1997-07-29,3,33.51
11296,1997-12-07,3,35.47
11296,1998-02-19,2,24.37
11296,1998-02-26,3,35.95
11296,1998-06-12,2,24.48
11296,1998-06-18,1,14.49
11297,1997-02-10,2,27.94
11298,1997-02-17,8,107
11298,1997-03-15,3,38.53
11298,1997-06-14,11,183.22
11298,1997-06-23,1,29.6
11298,1997-07-02,4,102.16
11298,1997-07-04,3,58.02
11298,1997-08-06,1,23.88
11298,1997-08-14,3,39.49
11298,1997-10-15,4,57.46
11298,1998-01-21,3,54.47
11298,1998-04-11,2,18.98
11298,1998-04-17,1,22.49
11298,1998-05-27,2,20.98
11298,1998-06-04,4,86.02
11298,1998-06-04,3,57.97
11299,1997-02-10,1,11.77
11300,1997-02-12,2,34.13
11300,1997-09-15,3,38.47
11301,1997-02-10,2,29.33
11302,1997-02-14,4,58.74
11303,1997-02-10,1,14.96
11303,1997-12-09,2,13.98
11304,1997-02-10,3,27.73
11305,1997-02-10,1,13.97
11306,1997-02-10,1,12.77
11306,1997-06-24,1,12.25
11306,1997-09-15,3,26.97
11306,1998-01-22,1,16.49
11306,1998-04-04,1,9.49
11307,1997-02-10,1,13.97
11308,1997-02-10,1,18.36
11308,1997-10-18,1,23.99
11309,1997-02-10,1,12.77
11310,1997-02-10,2,21.96
11311,1997-02-10,1,15.99
11311,1997-03-11,2,28.74
11311,1997-04-20,3,43.3
11311,1997-06-29,3,39.7
11311,1997-07-29,4,65.66
11311,1997-09-14,4,50.96
11311,1998-03-28,9,125.91
11312,1997-02-10,6,73.81
11312,1997-10-01,4,55.46
11313,1997-02-10,1,11.77
11314,1997-02-10,1,12.77
11314,1997-02-11,3,80.31
11314,1997-02-26,1,15.36
11315,1997-02-10,1,15.96
11316,1997-02-10,1,13.97
11317,1997-02-10,1,14.96
11317,1997-02-10,5,78.66
11317,1997-12-20,5,89.95
11318,1997-02-10,1,35.37
11319,1997-02-10,1,27.3
11320,1997-02-15,1,16.7
11321,1997-02-10,6,119.94
11321,1997-07-15,4,52.46
11322,1997-02-10,2,27.96
11323,1997-02-10,1,6.77
11324,1997-02-10,2,27.94
11324,1997-02-28,3,44.88
11324,1998-05-13,6,74.89
11325,1997-02-10,5,74.65
11326,1997-02-23,4,55.07
11326,1997-05-01,1,29.99
11326,1997-11-11,7,88.93
11326,1997-12-22,8,99.92
11326,1998-03-08,8,104.2
11327,1997-02-11,1,14.37
11327,1997-03-24,1,13.97
11328,1997-02-10,1,11.77
11329,1997-02-10,1,23.99
11329,1997-02-26,1,23.99
11330,1997-02-10,2,21.54
11331,1997-02-15,4,59.84
11332,1997-02-10,1,26.99
11332,1997-06-23,1,9.98
11333,1997-02-10,1,11.77
11334,1997-02-10,2,36.98
11335,1997-02-10,11,102.3
11335,1997-02-10,4,51.35
11335,1997-02-13,2,20.55
11335,1997-02-19,5,47.26
11335,1997-04-04,4,59.71
11335,1997-04-09,2,23.54
11336,1997-02-10,2,26.73
11336,1997-06-04,4,58.66
11336,1997-09-16,5,63.45
11336,1998-05-04,3,35.64
11337,1997-02-10,1,13.97
11338,1997-02-10,5,56.39
11339,1997-02-10,2,26.98
11340,1997-02-11,1,5.9
11340,1997-02-28,1,13.97
11340,1997-09-02,1,9.99
11340,1998-01-11,1,9.49
11340,1998-04-10,1,2.99
11340,1998-05-09,2,7.48
11340,1998-05-21,1,2.99
11341,1997-02-10,4,69.96
11341,1997-02-17,4,74.96
11341,1997-03-03,1,19.99
11341,1997-03-16,3,73.7
11341,1997-07-04,5,91.83
11341,1997-08-02,5,64.42
11341,1997-08-03,1,14.37
11341,1997-08-30,5,127.64
11341,1997-10-07,1,55.49
11341,1997-10-29,3,39.47
11341,1997-12-07,6,75.44
11341,1997-12-18,2,20.98
11341,1998-01-03,1,13.99
11341,1998-01-17,9,101.41
11341,1998-02-18,1,11.49
11341,1998-02-28,2,31.98
11341,1998-03-13,3,53.36
11342,1997-02-10,1,14.96
11343,1997-02-10,1,14.99
11344,1997-02-10,1,16.7
11344,1997-05-21,1,14.9
11345,1997-02-10,1,26.99
11346,1997-02-10,1,43.37
11346,1998-03-09,4,81.35
11347,1997-02-11,1,15.36
11347,1997-06-19,1,14.99
11347,1998-03-05,1,12.99
11348,1997-02-10,1,16.99
11349,1997-02-10,1,94.99
11350,1997-02-10,1,19.97
11351,1997-02-10,2,36.76
11352,1997-02-10,1,17.9
11353,1997-02-10,1,11.77
11354,1997-02-10,1,25.3
11354,1997-12-01,2,21.98
11355,1997-02-10,2,26.73
11356,1997-02-10,1,11.77
11356,1998-03-10,1,14.49
11357,1997-02-10,1,14.99
11358,1997-02-10,2,29.73
11359,1997-02-10,2,21.75
11360,1997-02-11,2,25.96
11360,1997-02-25,1,19.99
11361,1997-02-10,6,72.23
11362,1997-02-10,7,91.99
11362,1997-02-14,6,76.82
11362,1997-08-15,6,77.22
11363,1997-02-10,1,9.99
11363,1997-03-05,1,13.98
11363,1997-04-19,3,54.97
11363,1997-05-09,3,49.97
11363,1997-06-26,1,13.97
11363,1997-08-29,1,14.96
11364,1997-02-10,4,47.08
11364,1997-02-26,2,26.73
11364,1997-03-06,3,37.71
11364,1997-03-11,5,63.65
11364,1997-03-20,3,46.31
11364,1997-03-31,3,37.71
11364,1997-04-10,3,43.09
11364,1997-04-24,3,38.31
11364,1997-05-11,3,38.71
11364,1997-05-14,3,39.91
11364,1997-05-15,3,41.11
11364,1997-06-05,4,55.16
11364,1997-06-25,1,17.9
11364,1997-06-28,3,39.51
11364,1997-07-31,2,36.19
